Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label,attack_type
80,44068085,6,3,701,0,231,0,116.8333333,125.0974287,0,0,0.0,0.0,15.90720359,0.204229433,5508510.625,15400000.0,43700000,29,44100000,8813611.2,19500000.0,43700000,585,44100000,22000000.0,30600000.0,43700000,399914,0,0,0,0,200,104,0.136152955,0.068076478,0,231,70.1,111.0589933,12334.1,0,0,0,1,0,0,0,0,0,77.88888889,116.8333333,0.0,200,0,0,0,0,0,0,6,701,3,0,29200,235,4,32,399999.0,0.0,399999,399999,43700000.0,0.0,43700000,43700000,DoS slowloris,DoS
80,67084972,8,3,701,0,231,0,87.625,118.7565788,0,0,0.0,0.0,10.44943419,0.16397115,6708497.2,20000000.0,63700000,96,67100000,9583553.714,23900000.0,63700000,235,64100000,32000000.0,44700000.0,63700000,400026,0,0,0,0,280,104,0.119251745,0.044719405,0,231,58.41666667,104.0965097,10836.08333,0,0,0,1,0,0,0,0,0,63.72727273,87.625,0.0,280,0,0,0,0,0,0,8,701,3,0,29200,235,4,32,3400660.0,0.0,3400660,3400660,63700000.0,0.0,63700000,63700000,DoS slowloris,DoS
80,1396057,6,2,693,0,231,0,115.5,126.5239108,0,0,0.0,0.0,496.3980697,5.730425047,199436.7143,363604.6135,996038,48,1395889,279177.8,412908.5424,996038,48,399882,399882.0,0.0,399882,399882,0,0,0,0,208,72,4.297818785,1.432606262,0,231,77.0,115.5,13340.25,0,0,0,1,0,0,0,0,0,86.625,115.5,0.0,208,0,0,0,0,0,0,6,693,2,0,29200,235,3,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris,DoS
80,100053357,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468682785,0.089952004,12500000.0,35400000.0,100000000,39,100000000,25000000.0,50000000.0,100000000,880,100000000,33400000.0,57700000.0,100000000,4549,0,0,0,0,168,136,0.049973336,0.039978669,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,53774.0,0.0,53774,53774,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100048827,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468794562,0.089956077,12500000.0,35400000.0,100000000,30,100000000,25000000.0,50000000.0,100000000,267,100000000,33300000.0,57700000.0,100000000,827,0,0,0,0,168,136,0.049975598,0.039980479,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,49142.0,0.0,49142,49142,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100047104,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468837079,0.089957626,12500000.0,35400000.0,100000000,40,100000000,25000000.0,50000000.0,100000000,589,100000000,33300000.0,57700000.0,100000000,2165,0,0,0,0,168,136,0.049976459,0.039981167,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,47388.0,0.0,47388,47388,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100047997,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468815043,0.089956823,12500000.0,35400000.0,100000000,53,100000000,25000000.0,50000000.0,100000000,266,100000000,33300000.0,57700000.0,100000000,859,0,0,0,0,168,136,0.049976013,0.03998081,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,48282.0,0.0,48282,48282,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100044862,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468892405,0.089959642,12500000.0,35400000.0,100000000,55,100000000,25000000.0,50000000.0,100000000,493,100000000,33300000.0,57700000.0,100000000,1268,0,0,0,0,168,136,0.049977579,0.039982063,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,45160.0,0.0,45160,45160,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100043607,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468923377,0.089960771,12500000.0,35400000.0,100000000,64,100000000,25000000.0,50000000.0,100000000,371,100000000,33300000.0,57700000.0,100000000,925,0,0,0,0,168,136,0.049978206,0.039982565,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,43890.0,0.0,43890,43890,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100041859,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468966515,0.089962343,12500000.0,35400000.0,100000000,44,100000000,25000000.0,50000000.0,100000000,49,100000000,33300000.0,57700000.0,100000000,832,0,0,0,0,168,136,0.049979079,0.039983263,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,42109.0,0.0,42109,42109,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100042660,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468946747,0.089961622,12500000.0,35400000.0,100000000,52,100000000,25000000.0,50000000.0,100000000,257,100000000,33300000.0,57700000.0,100000000,812,0,0,0,0,168,136,0.049978679,0.039982943,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,42955.0,0.0,42955,42955,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100040957,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.468988776,0.089963154,12500000.0,35400000.0,100000000,11,100000000,25000000.0,50000000.0,100000000,227,100000000,33300000.0,57700000.0,100000000,837,0,0,0,0,168,136,0.04997953,0.039983624,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,41192.0,0.0,41192,41192,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100040119,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469009458,0.089963907,12500000.0,35400000.0,100000000,26,100000000,25000000.0,50000000.0,100000000,754,100000000,33300000.0,57700000.0,100000000,3377,0,0,0,0,168,136,0.049979949,0.039983959,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,40329.0,0.0,40329,40329,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100036723,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469093275,0.089966961,12500000.0,35400000.0,100000000,43,100000000,25000000.0,50000000.0,100000000,277,100000000,33300000.0,57700000.0,100000000,859,0,0,0,0,168,136,0.049981645,0.039985316,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,36971.0,0.0,36971,36971,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100035783,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469116476,0.089967807,12500000.0,35400000.0,100000000,39,100000000,25000000.0,50000000.0,100000000,253,100000000,33300000.0,57700000.0,100000000,870,0,0,0,0,168,136,0.049982115,0.039985692,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,36042.0,0.0,36042,36042,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100034895,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469138394,0.089968605,12500000.0,35400000.0,100000000,18,100000000,25000000.0,50000000.0,100000000,241,100000000,33300000.0,57700000.0,100000000,784,0,0,0,0,168,136,0.049982559,0.039986047,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,35142.0,0.0,35142,35142,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100033135,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469181837,0.089970188,12500000.0,35400000.0,100000000,42,100000000,25000000.0,50000000.0,100000000,346,100000000,33300000.0,57700000.0,100000000,842,0,0,0,0,168,136,0.049983438,0.03998675,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,33382.0,0.0,33382,33382,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100032289,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469202719,0.089970949,12500000.0,35400000.0,100000000,60,100000000,25000000.0,50000000.0,100000000,312,100000000,33300000.0,57700000.0,100000000,842,0,0,0,0,168,136,0.049983861,0.039987089,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,32594.0,0.0,32594,32594,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100031432,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469223874,0.08997172,12500000.0,35400000.0,100000000,20,100000000,25000000.0,50000000.0,100000000,301,100000000,33300000.0,57700000.0,100000000,833,0,0,0,0,168,136,0.049984289,0.039987431,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,31727.0,0.0,31727,31727,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100034068,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469158807,0.089969349,12500000.0,35400000.0,100000000,18,100000000,25000000.0,50000000.0,100000000,242,100000000,33300000.0,57700000.0,100000000,859,0,0,0,0,168,136,0.049982972,0.039986377,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,34326.0,0.0,34326,34326,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100028876,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469286969,0.089974019,12500000.0,35400000.0,100000000,16,100000000,25000000.0,50000000.0,100000000,336,100000000,33300000.0,57700000.0,100000000,821,0,0,0,0,168,136,0.049985566,0.039988453,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,29125.0,0.0,29125,29125,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100027977,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469309161,0.089974828,12500000.0,35400000.0,100000000,47,100000000,25000000.0,50000000.0,100000000,300,100000000,33300000.0,57700000.0,100000000,793,0,0,0,0,168,136,0.049986015,0.039988812,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,28282.0,0.0,28282,28282,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100030628,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.46924372,0.089972443,12500000.0,35400000.0,100000000,34,100000000,25000000.0,50000000.0,100000000,542,100000000,33300000.0,57700000.0,100000000,1775,0,0,0,0,168,136,0.049984691,0.039987753,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,30923.0,0.0,30923,30923,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100026319,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469350092,0.089976319,12500000.0,35400000.0,100000000,54,100000000,25000000.0,50000000.0,100000000,105,100000000,33300000.0,57700000.0,100000000,889,0,0,0,0,168,136,0.049986844,0.039989475,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,26577.0,0.0,26577,26577,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100027203,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469328269,0.089975524,12500000.0,35400000.0,100000000,56,100000000,25000000.0,50000000.0,100000000,313,100000000,33300000.0,57700000.0,100000000,854,0,0,0,0,168,136,0.049986402,0.039989122,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,27498.0,0.0,27498,27498,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100025495,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469370434,0.08997706,12500000.0,35400000.0,100000000,51,100000000,25000000.0,50000000.0,100000000,314,100000000,33300000.0,57700000.0,100000000,755,0,0,0,0,168,136,0.049987256,0.039989805,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,25791.0,0.0,25791,25791,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100024689,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469390332,0.089977785,12500000.0,35400000.0,100000000,45,100000000,25000000.0,50000000.0,100000000,350,100000000,33300000.0,57700000.0,100000000,866,0,0,0,0,168,136,0.049987659,0.039990127,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,24945.0,0.0,24945,24945,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100023871,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469410527,0.089978521,12500000.0,35400000.0,100000000,49,100000000,25000000.0,50000000.0,100000000,334,100000000,33300000.0,57700000.0,100000000,765,0,0,0,0,168,136,0.049988067,0.039990454,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,24112.0,0.0,24112,24112,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100023052,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469430747,0.089979258,12500000.0,35400000.0,100000000,47,100000000,25000000.0,50000000.0,100000000,200,100000000,33300000.0,57700000.0,100000000,677,0,0,0,0,168,136,0.049988477,0.039990781,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,23293.0,0.0,23293,23293,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100022239,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469450819,0.089979989,12500000.0,35400000.0,100000000,22,100000000,25000000.0,50000000.0,100000000,234,100000000,33300000.0,57700000.0,100000000,797,0,0,0,0,168,136,0.049988883,0.039991106,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,22507.0,0.0,22507,22507,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100020546,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469492618,0.089981512,12500000.0,35400000.0,100000000,43,100000000,25000000.0,50000000.0,100000000,237,100000000,33300000.0,57700000.0,100000000,755,0,0,0,0,168,136,0.049989729,0.039991783,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,20844.0,0.0,20844,20844,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100021423,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469470965,0.089980723,12500000.0,35400000.0,100000000,28,100000000,25000000.0,50000000.0,100000000,330,100000000,33300000.0,57700000.0,100000000,855,0,0,0,0,168,136,0.049989291,0.039991433,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,21692.0,0.0,21692,21692,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100019735,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469512642,0.089982242,12500000.0,35400000.0,100000000,47,100000000,25000000.0,50000000.0,100000000,243,100000000,33300000.0,57700000.0,100000000,728,0,0,0,0,168,136,0.049990134,0.039992108,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,20004.0,0.0,20004,20004,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100019000,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469530789,0.089982903,12500000.0,35400000.0,100000000,65,100000000,25000000.0,50000000.0,100000000,265,100000000,33300000.0,57700000.0,100000000,703,0,0,0,0,168,136,0.049990502,0.039992401,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,19299.0,0.0,19299,19299,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100018185,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469550912,0.089983636,12500000.0,35400000.0,100000000,49,100000000,25000000.0,50000000.0,100000000,183,100000000,33300000.0,57700000.0,100000000,701,0,0,0,0,168,136,0.049990909,0.039992727,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,18484.0,0.0,18484,18484,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100017434,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469569455,0.089984312,12500000.0,35400000.0,100000000,64,100000000,25000000.0,50000000.0,100000000,436,100000000,33300000.0,57700000.0,100000000,1021,0,0,0,0,168,136,0.049991285,0.039993028,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,17779.0,0.0,17779,17779,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100016446,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469593851,0.089985201,12500000.0,35400000.0,100000000,63,100000000,25000000.0,50000000.0,100000000,253,100000000,33300000.0,57700000.0,100000000,831,0,0,0,0,168,136,0.049991778,0.039993423,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,16745.0,0.0,16745,16745,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100014747,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469635803,0.08998673,12500000.0,35400000.0,100000000,20,100000000,25000000.0,50000000.0,100000000,174,100000000,33300000.0,57700000.0,100000000,764,0,0,0,0,168,136,0.049992628,0.039994102,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,15087.0,0.0,15087,15087,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100015566,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.46961558,0.089985993,12500000.0,35400000.0,100000000,14,100000000,25000000.0,50000000.0,100000000,233,100000000,33300000.0,57700000.0,100000000,819,0,0,0,0,168,136,0.049992218,0.039993775,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,15865.0,0.0,15865,15865,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100013615,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469663755,0.089987748,12500000.0,35400000.0,100000000,50,100000000,25000000.0,50000000.0,100000000,275,100000000,33300000.0,57700000.0,100000000,670,0,0,0,0,168,136,0.049993193,0.039994555,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,13909.0,0.0,13909,13909,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100012684,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469686745,0.089988586,12500000.0,35400000.0,100000000,20,100000000,25000000.0,50000000.0,100000000,402,100000000,33300000.0,57700000.0,100000000,1017,0,0,0,0,168,136,0.049993659,0.039994927,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,13024.0,0.0,13024,13024,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100010901,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469730775,0.08999019,12500000.0,35400000.0,100000000,23,100000000,25000000.0,50000000.0,100000000,120,100000000,33300000.0,57700000.0,100000000,703,0,0,0,0,168,136,0.04999455,0.03999564,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,11184.0,0.0,11184,11184,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100011743,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469709982,0.089989433,12500000.0,35400000.0,100000000,48,100000000,25000000.0,50000000.0,100000000,48,100000000,33300000.0,57700000.0,100000000,704,0,0,0,0,168,136,0.049994129,0.039995303,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,12037.0,0.0,12037,12037,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100010259,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469746629,0.089990768,12500000.0,35400000.0,100000000,49,100000000,25000000.0,50000000.0,100000000,49,100000000,33300000.0,57700000.0,100000000,772,0,0,0,0,168,136,0.049994871,0.039995897,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,10540.0,0.0,10540,10540,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100009461,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469766335,0.089991486,12500000.0,35400000.0,100000000,4,100000000,25000000.0,50000000.0,100000000,4,100000000,33300000.0,57700000.0,100000000,676,0,0,0,0,168,136,0.04999527,0.039996216,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,9743.0,0.0,9743,9743,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100008734,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469784289,0.08999214,12500000.0,35400000.0,100000000,19,100000000,25000000.0,50000000.0,100000000,98,100000000,33300000.0,57700000.0,100000000,756,0,0,0,0,168,136,0.049995633,0.039996507,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,9026.0,0.0,9026,9026,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100007900,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469804885,0.089992891,12500000.0,35400000.0,100000000,21,100000000,25000000.0,50000000.0,100000000,456,100000000,33300000.0,57700000.0,100000000,947,0,0,0,0,168,136,0.04999605,0.03999684,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,8158.0,0.0,8158,8158,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100006974,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469827754,0.089993724,12500000.0,35400000.0,100000000,29,100000000,25000000.0,50000000.0,100000000,48,100000000,33300000.0,57700000.0,100000000,761,0,0,0,0,168,136,0.049996513,0.039997211,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,7245.0,0.0,7245,7245,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
80,100006205,5,4,247,0,231,0,49.4,101.5962598,0,0,0.0,0.0,2.469846746,0.089994416,12500000.0,35400000.0,100000000,31,100000000,25000000.0,50000000.0,100000000,337,100000000,33300000.0,57700000.0,100000000,1027,0,0,0,0,168,136,0.049996898,0.039997518,0,231,24.7,72.5626932,5265.344444,0,0,0,1,0,0,0,0,0,27.44444444,49.4,0.0,168,0,0,0,0,0,0,5,247,4,0,29200,235,3,32,6462.0,0.0,6462,6462,100000000.0,0.0,100000000,100000000,DoS slowloris,DoS
